item_id,item_price,product_type,department_name
C3512,6368,B0339,Furniture
B05498,4544,F622,Furniture
B17515,14083,G005,Books
C0399,1587,C21,Electronics
G6693,7264,J959,Baby
H0763,38368,I052,Clothing & Accessories
G3595,31680,E224,Computers & Accessories
E9128,1916.5,D062,Beauty
B17538,1788.5,D062,Computers & Accessories
J675,1248,E421,Collectibles
J8523,37136.5,G239,Baby
C7740,4896,C09,Electronics
H3747,2368,G710,Clothing & Accessories
B07120,960,J959,Baby
B32295,3590,F036,Furniture
B22971,736,J466,Beauty
G3810,384,H312,Furniture
B27870,3612.5,G702,Baby
B22448,402.5,G648,Clothing & Accessories
H5300,1019.5,D315,Beauty
F1713,676.5,D800,Beauty
B21243,7936,F297,Apps & Games
H6911,764.5,D279,Computers & Accessories
G4307,1788.5,C543,Furniture
B9902,3369.5,E279,Beauty
C1364,633.5,E770,Garden & Outdoors
J0435,10176,G823,Electronics
B04220,1692.5,B231,Books
C3961,2777.5,B0099,Garden & Outdoors
B08597,928,H121,Collectibles
D2218,503,C835,Collectibles
C6258,647.5,B923,Electronics
B28781,11736,J459,Garden & Outdoors
J4875,9600,I757,Apps & Games
I7659,2312,I700,Apps & Games
H892,1049.5,B694,Clothing & Accessories
B26938,2236.5,D24,Electronics
E6668,633.5,D757,Baby
D0335,1024,C106,Books
B17069,1123,F609,Computers & Accessories
J4934,889.5,B431,Baby
F2198,11488,G827,Baby
J1847,1011,C182,Furniture
J8284,320,H455,Baby
H2451,2556.5,E452,Clothing & Accessories
B17107,700.5,E368,Clothing & Accessories
B24735,800,H738,Electronics
H1886,2880,J959,Baby
F1037,7904,C874,Baby
F7887,1224.5,B981,Garden & Outdoors
E8124,1593.5,I395,Furniture
F5906,2208,G778,Garden & Outdoors
J2337,9702,I858,Computers & Accessories
H4680,1312,E011,Apps & Games
B25344,1858.5,B923,Furniture
B25164,5184,B252,Baby
E9299,864,I49,Collectibles
B05995,1276.5,G898,Baby
J4362,3753.5,C487,Beauty
C2987,1036.5,C358,Baby
I4194,3264,B0083,Beauty
I1319,187.5,A,Clothing & Accessories
G6195,4960,G077,Computers & Accessories
F696,8268.5,F036,Computers & Accessories
H2382,624,C46,Furniture
B0654,1008,H948,Books
E1801,570,I268,Collectibles
F231,6944,I270,Collectibles
H4359,6048,G827,Garden & Outdoors
B00822,40011,F036,Garden & Outdoors
I3995,729.5,H041,Books
J4754,2752,D242,Electronics
J8546,14400,B0160,Clothing & Accessories
D5758,1133,J288,Furniture
B12679,800,D110,Collectibles
B14940,538.5,H632,Books
H4703,147,H808,Clothing & Accessories
D4160,1913.5,H791,Apps & Games
H4710,160,B457,Baby
E347,15296,J314,Beauty
G2326,3049.5,F622,Furniture
G9893,915.5,F420,Electronics
I1453,24832,C874,Computers & Accessories
C7550,1307,C874,Baby
J6518,320,J362,Baby
B28449,12448,G827,Apps & Games
I4425,14080,I124,Furniture
B05456,720,J396,Baby
F6786,397,C874,Electronics
J5641,720,I716,Furniture
H1348,2233.5,H589,Electronics
D6107,316.5,G498,Apps & Games
C8223,3776,E123,Clothing & Accessories
G2548,4000,B0497,Apps & Games
I1159,355,G390,Electronics
G9110,2363.5,H791,Garden & Outdoors
E001,25497.5,B245,Electronics
I8117,2368,B076,Apps & Games
B8310,13300.5,G825,Beauty
J9590,11757,F036,Electronics
B01413,28768,B943,Clothing & Accessories
I6828,8316.5,D495,Computers & Accessories
B13843,3665.5,I310,Baby
E9106,3020.5,D634,Computers & Accessories
B4635,601.5,D399,Books
B1305,1301,F034,Baby
B21455,1382,C786,Computers & Accessories
G0704,275,E371,Computers & Accessories
I6009,9720,H509,Furniture
B7786,1350,I269,Electronics
B03673,1120,B0461,Apps & Games
F7842,5241.5,H63,Furniture
B32399,1070,B923,Furniture
D4196,144,G371,Garden & Outdoors
B9265,35205,B0277,Computers & Accessories
B16608,124.5,J497,Clothing & Accessories
B05940,14745.5,C417,Apps & Games
B17170,3456,C270,Computers & Accessories
J5415,5312,C270,Garden & Outdoors
B08039,4359,F164,Clothing & Accessories
G2538,2736,I892,Books
C6913,302,G603,Clothing & Accessories
I0864,7301,I928,Collectibles
J3911,42513.5,B76,Beauty
H4889,1517,G898,Collectibles
B28908,7884.5,F814,Electronics
B8195,959,C874,Computers & Accessories
B15404,175,C874,Clothing & Accessories
B29371,2736,H071,Baby
B16118,2553.5,C645,Electronics
G2364,46784,B943,Electronics
B11521,1536,D978,Beauty
H2302,8664,B032,Furniture
E7438,1401.5,C106,Computers & Accessories
E853,3488,D062,Books
B15388,1888,G996,Clothing & Accessories
J8172,2240,G179,Furniture
D6039,1859,I24,Baby
D7159,21120,H207,Computers & Accessories
D7587,11520,I255,Beauty
J0339,1145.5,I121,Garden & Outdoors
B07255,800.5,G410,Apps & Games
G4889,637,H749,Books
E1220,1622,F622,Clothing & Accessories
G2696,1536,B713,Baby
B03349,3251,J286,Apps & Games
C204,1081.5,I121,Clothing & Accessories
C4493,3040,J551,Collectibles
B21980,98032,E22,Collectibles
H9764,28192.5,G277,Apps & Games
F03,3827,G498,Electronics
B01858,1756.5,H233,Books
B00567,448,G751,Beauty
F1892,70614.5,B270,Computers & Accessories
G1884,484,G192,Collectibles
B09398,18270,B845,Garden & Outdoors
B21359,768,J437,Garden & Outdoors
I864,1120,H172,Furniture
D4751,851.5,H143,Baby
D0988,4569.5,F036,Garden & Outdoors
I6322,252.5,B293,Garden & Outdoors
B05272,10200,F036,Collectibles
B1050,1866,J774,Collectibles
B07112,1913.5,B0412,Clothing & Accessories
J2437,1584,F735,Collectibles
E2314,249.5,E467,Furniture
B32666,9632,I300,Apps & Games
D1047,3488,G885,Apps & Games
B30484,633.5,I522,Electronics
B28653,4878.5,B270,Garden & Outdoors
D6379,14432,C725,Books
F4011,14432,C725,Books
C3645,544,I481,Collectibles
B4483,11776,J314,Books
G9724,22,C874,Apps & Games
E1546,640,H312,Computers & Accessories
C2132,164,H101,Clothing & Accessories
F1908,4505.5,B923,Furniture
H2462,4694,F067,Furniture
D4184,908.5,H640,Garden & Outdoors
E8494,121.5,B713,Furniture
H0214,7833.5,B76,Books
F8843,4480,F427,Collectibles
B19360,3009.5,B0220,Clothing & Accessories
C3229,828.5,E936,Collectibles
F0786,444.5,B2,Beauty
B25728,1664,C21,Clothing & Accessories
B15399,633.5,B431,Books
B2826,528,E309,Baby
B06266,8595,F036,Apps & Games
F4294,40,E522,Furniture
B15856,220.5,G186,Baby
B31038,2777.5,J802,Baby
D3107,15968,J802,Apps & Games
B4860,96,H312,Baby
J3786,2816,F267,Apps & Games
I3932,60.5,F869,Computers & Accessories
H6390,1376,H121,Apps & Games
G3254,6560,H640,Books
E2420,1555,C874,Clothing & Accessories
D1879,1344,J959,Baby
H4656,10348.5,F164,Baby
F9949,1084.5,H885,Baby
B00260,512,H455,Clothing & Accessories
C9831,5811,D197,Baby
H975,412.5,C111,Electronics
E6971,1544,J550,Apps & Games
B16355,9088,G641,Apps & Games
C1370,576,B042,Clothing & Accessories
B27549,636.5,C003,Clothing & Accessories
B4117,448,B013,Computers & Accessories
F174,6400,C970,Clothing & Accessories
I1099,1133,J288,Clothing & Accessories
D1534,508.5,D202,Collectibles
B0400,563,J959,Baby
E1763,2098,B0412,Garden & Outdoors
E9310,192,B710,Electronics
J182,320,H284,Computers & Accessories
F8499,1155,B876,Collectibles
B30346,6065.5,F036,Beauty
E1337,24928,E924,Collectibles
B14944,662,B0271,Garden & Outdoors
I0670,8800,J172,Books
B05292,1276.5,H26,Clothing & Accessories
E1352,1568,B0330,Baby
B7858,2188.5,C874,Apps & Games
J3200,10076,B0149,Collectibles
I4870,2188.5,C874,Computers & Accessories
B22623,861,F972,Apps & Games
B25075,201.5,B413,Garden & Outdoors
B24460,11640,I13,Furniture
B28040,14400,C635,Garden & Outdoors
I5788,2880,I932,Baby
B2795,1913.5,I395,Garden & Outdoors
B05224,1913.5,I395,Computers & Accessories
G8678,516.5,I932,Electronics
I6502,2918,C844,Computers & Accessories
B12183,2080,F276,Apps & Games
D8802,102,H808,Furniture
B32624,5980.5,I968,Clothing & Accessories
J1342,388,B0471,Garden & Outdoors
B7478,1952.5,E524,Books
B14220,1168.5,F655,Clothing & Accessories
H5252,1031,F081,Books
B5125,1856,C445,Collectibles
B06905,768,H400,Electronics
B28887,880,F622,Computers & Accessories
E4383,1046,C874,Beauty
G1419,793.5,B945,Collectibles
J6339,2010,H696,Apps & Games
J667,58848,D642,Books
B23437,40608,D642,Books
B21683,5696,J174,Computers & Accessories
I7585,633.5,C944,Baby
D3867,460.5,J444,Garden & Outdoors
G0406,368.5,F277,Baby
C1158,284.5,I665,Books
E8289,1785.5,C874,Beauty
F7397,2688,I420,Books
B31487,889.5,G835,Apps & Games
B19594,10528,I270,Clothing & Accessories
B10570,636.5,B36,Electronics
C1334,3936,J959,Garden & Outdoors
H107,1008,J789,Computers & Accessories
I3693,4736,C076,Books
F8641,2105.5,J802,Computers & Accessories
C4497,7264,J959,Clothing & Accessories
F3007,480,E371,Collectibles
B09771,5184,I521,Beauty
B9895,1596.5,G186,Furniture
F2437,3427,C939,Apps & Games
E2905,796.5,J560,Baby
I1984,13792,J959,Clothing & Accessories
B17617,919,E297,Baby
G7768,269,C835,Clothing & Accessories
I1190,2848,E969,Clothing & Accessories
B359,4896,E471,Collectibles
I7215,688,B485,Apps & Games
B23946,2972.5,F622,Computers & Accessories
B00232,288,J362,Apps & Games
E8514,236.5,D604,Furniture
C5223,1926,B0215,Furniture
J3291,633.5,B013,Collectibles
D2761,2340.5,C874,Apps & Games
B28501,6246,B417,Electronics
J0527,288,J362,Electronics
D0376,3168,D755,Clothing & Accessories
I1733,1152,E88,Collectibles
B18120,3168,D,Computers & Accessories
B30817,704,J010,Apps & Games
D9052,4291,B0121,Apps & Games
B31538,796.5,F374,Beauty
B13747,736,F444,Apps & Games
F4793,2346,D184,Clothing & Accessories
J54,1725,F425,Clothing & Accessories
C6976,800,I506,Collectibles
B30931,2275,B159,Electronics
G3654,5728,G827,Baby
I805,326,F796,Beauty
B00060,1123.5,C159,Electronics
B32656,496,I834,Clothing & Accessories
B725,256,F972,Garden & Outdoors
B22765,4960,B073,Garden & Outdoors
G0986,37318,F411,Beauty
I2205,34720,D642,Baby
B4601,2595,I271,Collectibles
B12337,1241.5,B945,Computers & Accessories
E7494,5600,E057,Apps & Games
B12839,2512,F609,Electronics
H0177,832,D151,Collectibles
D9966,743,E524,Furniture
C1490,1146,F420,Baby
B06495,2688,E153,Electronics
D5242,1680,G162,Baby
B00933,3200,E153,Beauty
C3886,400,I797,Garden & Outdoors
F6533,19280.5,F749,Apps & Games
B4579,563,E724,Beauty
G1554,601.5,E93,Clothing & Accessories
C549,528,J495,Electronics
H3325,1344,E084,Books
I8530,5408,C164,Apps & Games
G9993,4608,G385,Baby
B00011,956.5,D583,Baby
B07064,704,H791,Beauty
J8215,1049.5,B431,Computers & Accessories
D527,1793.5,I892,Garden & Outdoors
J1712,3360,F816,Electronics
J4929,1728,C417,Garden & Outdoors
F2753,563,F622,Baby
D654,1465.5,B000,Collectibles
B08244,1526,B032,Garden & Outdoors
F9648,2528.5,B431,Apps & Games
B1093,3399.5,I890,Garden & Outdoors
B09120,17267,B566,Baby
B15079,1216,I002,Beauty
J82,1354.5,C487,Electronics
B3752,11200,H719,Clothing & Accessories
H3710,953.5,G162,Computers & Accessories
C2613,1210.5,E211,Electronics
D8652,432,C334,Electronics
D9771,5086,E118,Collectibles
F9770,26727.5,G239,Computers & Accessories
C5278,1301,D487,Electronics
E7312,388.5,D797,Electronics
I4025,7040,J802,Apps & Games
D2381,1568,B0025,Apps & Games
B7405,4696.5,C504,Beauty
E3358,7041.5,B956,Collectibles
B2925,577.5,D399,Garden & Outdoors
J0437,35872,I488,Computers & Accessories
D1918,3840,F662,Baby
B31274,1216,I596,Apps & Games
G9224,46784,B943,Books
J1838,20039,D432,Furniture
B1943,8160,D021,Beauty
J9242,19040,J445,Apps & Games
F0076,3413.5,H241,Apps & Games
B27227,5734,C415,Apps & Games
G087,1248,C2,Clothing & Accessories
I7520,3680,H532,Computers & Accessories
B13130,604.5,C159,Clothing & Accessories
G370,38777.5,C427,Books
E1414,4905.5,B192,Clothing & Accessories
H7062,3648,J959,Beauty
C5583,1008,C951,Clothing & Accessories
G7552,1393.5,E866,Computers & Accessories
B03023,1561.5,F690,Baby
B20765,444.5,E86,Electronics
B16656,352,D604,Baby
B16989,316.5,C466,Baby
G8004,2108,B0338,Electronics
G3899,800,D991,Collectibles
I4164,11827,G503,Books
E5193,1216,H455,Computers & Accessories
B1097,851,D399,Furniture
J4310,697.5,H554,Books
B25299,5898,I994,Furniture
I1333,5238.5,I127,Computers & Accessories
D6109,408,G764,Garden & Outdoors
J5009,2246,H753,Apps & Games
C0875,7616,E145,Clothing & Accessories
B02155,998,C778,Apps & Games
I0302,1376,D992,Books
B32038,16588.5,I994,Clothing & Accessories
E2891,2473.5,J713,Garden & Outdoors
J3879,1360,I7,Clothing & Accessories
E4357,774,I005,Computers & Accessories
I0550,6768,C417,Clothing & Accessories
C2846,2851,J774,Computers & Accessories
J2233,1993.5,E808,Beauty
J3354,27009.5,B76,Garden & Outdoors
B23183,4105,G239,Electronics
B28753,861,E188,Baby
B03690,16992,C331,Garden & Outdoors
B22597,4448,G827,Garden & Outdoors
B00111,4811.5,H241,Computers & Accessories
I8654,1372.5,E998,Furniture
D7980,928,B0009,Books
C9458,624,C874,Electronics
C2427,2297.5,C234,Collectibles
J0809,1344,H422,Electronics
G4557,2233.5,B0412,Books
G4810,1561.5,I127,Baby
E5015,3635,F609,Books
G2690,6560,J015,Clothing & Accessories
B24164,1113.5,E823,Collectibles
D7931,800,I654,Clothing & Accessories
J7570,1593.5,B0412,Baby
G4919,2442.5,C487,Baby
B27183,6336,G102,Books
E0481,449.5,D399,Books
B4251,316.5,E941,Baby
B31249,5408,J172,Collectibles
B201,1080,C358,Beauty
H2566,3488,C874,Electronics
B03065,2171.5,J101,Books
B18976,1057,H791,Garden & Outdoors
E0809,160,G371,Garden & Outdoors
E669,5806,D265,Garden & Outdoors
I8407,973,E524,Baby
H230,4945.5,J041,Apps & Games
G2746,4464,B0018,Computers & Accessories
F950,956.5,B207,Clothing & Accessories
D2592,374,H063,Garden & Outdoors
D0042,2358,E309,Beauty
G8809,15209.5,D184,Garden & Outdoors
H3120,1468.5,H233,Clothing & Accessories
C7208,2665.5,J789,Beauty
G6018,281.5,D531,Collectibles
G4716,3891,F231,Furniture
B05434,1437,I299,Garden & Outdoors
E9874,26240,G483,Furniture
B11806,21088,D642,Apps & Games
B6587,230,C874,Furniture
D4041,192,C874,Beauty
B1752,2160,E29,Baby
B18031,1000,I083,Electronics
B2325,3891,F231,Collectibles
B28198,5216,H870,Collectibles
E620,1239,B923,Books
F0920,3379,B923,Electronics
C6269,973,G361,Collectibles
F0502,1184,F923,Collectibles
B17878,5984,E074,Apps & Games
I8609,1256,H608,Furniture
D3462,96,H312,Collectibles
J6017,1920,H455,Electronics
G558,48928,J015,Garden & Outdoors
H5151,2236.5,E873,Collectibles
E9344,8467,G598,Baby
C7266,743,E524,Collectibles
C4176,2816,I49,Apps & Games
B18397,1184,G251,Collectibles
F3658,1248,G467,Computers & Accessories
J0932,163,D399,Baby
D6420,3608.5,I606,Beauty
G3659,2233.5,H589,Collectibles
E5117,421.5,E741,Beauty
I484,732.5,G186,Apps & Games
I6799,1913.5,H791,Baby
J3578,3508.5,I700,Apps & Games
B01537,1881.5,B859,Baby
J2587,1464,B384,Furniture
C6172,2265.5,J125,Clothing & Accessories
B13120,2352,E055,Electronics
H5388,9185,I994,Books
H9881,5320,B252,Garden & Outdoors
F7530,1244,C874,Books
J6279,739,G472,Beauty
G9191,435,F622,Clothing & Accessories
E1977,960,J892,Books
H6250,18502,F164,Furniture
D5090,2833,G442,Books
B4699,1561.5,F273,Garden & Outdoors
B00729,6140.5,D399,Electronics
C2264,4152.5,G239,Baby
H3838,2304,H241,Electronics
I7367,1450.5,C701,Collectibles
J2636,825.5,G323,Books
I9613,627,F609,Beauty
B15671,1123,F609,Collectibles
B11401,598,B211,Electronics
H8281,5056,D850,Clothing & Accessories
J3577,3456,H192,Books
E2477,1639,J965,Beauty
F9914,320,B457,Books
B11684,2356,J713,Collectibles
B08604,364.5,E064,Computers & Accessories
B05643,20800,H63,Electronics
E4991,3930.5,D850,Collectibles
D9964,57.5,E522,Garden & Outdoors
F627,1987,F420,Garden & Outdoors
B10540,560,H885,Clothing & Accessories
F8385,1049.5,B694,Baby
H0608,2864,F622,Clothing & Accessories
B18181,3308,C19,Collectibles
J8762,4077.5,C19,Electronics
F642,2524.5,B0215,Beauty
G8722,5536,E458,Electronics
B28116,153.5,C09,Computers & Accessories
H4779,15209.5,E484,Baby
J0753,1376,J466,Baby
G0070,11736,J459,Baby
H6848,4966,F622,Beauty
H5041,5553.5,I310,Books
F6187,1123.5,C159,Books
B16065,4732.5,C457,Garden & Outdoors
F4573,1751,G963,Clothing & Accessories
I421,1049.5,G162,Beauty
B22185,570,H093,Electronics
B8486,820.5,C874,Computers & Accessories
E0311,24044.5,B887,Garden & Outdoors
B14306,1276.5,F545,Collectibles
B11396,155.5,E941,Baby
C7617,8640,G327,Books
J5011,2528,H089,Books
B31166,37570.5,I994,Electronics
B11416,608,I892,Clothing & Accessories
H662,220.5,B732,Baby
C0022,1113.5,B431,Furniture
H0794,1031,E524,Beauty
B01150,2714.5,C487,Computers & Accessories
B02484,2550,H640,Beauty
E5594,4448,J245,Baby
B01308,448,D729,Beauty
E074,4077.5,C19,Furniture
D6640,1411,B0461,Furniture
G6220,684,C874,Collectibles
B10768,70,C942,Computers & Accessories
H3600,335,D800,Clothing & Accessories
D9531,9088,J015,Apps & Games
B29765,486,C874,Furniture
C928,14144,B943,Baby
B11339,352,E569,Beauty
F0908,188.5,F426,Baby
J8125,7072,F036,Apps & Games
F4643,8928,G247,Furniture
F9775,544,J879,Baby
J59,1904,F609,Baby
D9429,2304,C106,Computers & Accessories
B18320,252.5,B0282,Computers & Accessories
B27922,26213.5,E924,Computers & Accessories
B26567,1280,F048,Electronics
B11568,128,E93,Baby
C005,3952,C874,Apps & Games
B29359,26528,C331,Books
B5216,40,C874,Garden & Outdoors
B9242,4736,D850,Collectibles
D6020,240,J362,Baby
D1485,10880,G077,Furniture
B14743,7860,I310,Clothing & Accessories
J6606,5113.5,C076,Furniture
B10743,473.5,C944,Apps & Games
G668,636.5,H233,Clothing & Accessories
B13919,406,G251,Computers & Accessories
H8482,3680,I449,Furniture
B12222,634.5,B945,Books
B03461,1280,F048,Electronics
H327,320,J362,Computers & Accessories
I3786,720,I600,Electronics
I8749,1020.5,D202,Furniture
I5253,5385.5,J086,Garden & Outdoors
H1420,892.5,D202,Apps & Games
I6380,5927,H551,Collectibles
J7993,7936,I79,Beauty
J1277,3168,J137,Electronics
D8181,3046,F036,Computers & Accessories
I7079,348.5,E348,Electronics
B6416,473.5,C944,Beauty
C8482,634.5,B945,Apps & Games
D7376,608,J900,Beauty
E0653,2332.5,H26,Garden & Outdoors
H6870,2851,B0484,Books
G3851,329.5,D18,Garden & Outdoors
B03261,668.5,C514,Electronics
B22313,761.5,F622,Beauty
G6698,592,E309,Beauty
B23454,1532.5,H803,Beauty
C6891,1657.5,I121,Beauty
G9279,1692.5,H34,Books
B16983,672,J959,Clothing & Accessories
C2026,6908.5,F036,Garden & Outdoors
E1964,8000,I49,Baby
G7823,2396.5,F020,Clothing & Accessories
C1206,732.5,C874,Beauty
C4128,563,C642,Baby
B31954,2028.5,G648,Garden & Outdoors
B30820,685,G361,Furniture
B28993,1801.5,G162,Baby
H7879,89088,D184,Furniture
F3303,928,G815,Clothing & Accessories
J6844,8928,J959,Furniture
J7910,4499,D399,Furniture
B21905,627.5,E524,Clothing & Accessories
I6176,5536,I23,Clothing & Accessories
D6406,4732.5,D062,Clothing & Accessories
B32554,604.5,D844,Baby
D6590,1120,G0,Books
F5901,1489.5,J906,Computers & Accessories
I4520,1625.5,E35,Books
J5812,4480,E757,Clothing & Accessories
E4633,316.5,C835,Beauty
B12728,45926,E22,Collectibles
G5156,60768,G795,Beauty
H9582,2073.5,D265,Beauty
B0904,668.5,C874,Furniture
B9059,11.5,C874,Furniture
I1481,6246,B417,Furniture
I9324,734,C944,Computers & Accessories
B03927,928,F862,Beauty
J6827,285,E188,Books
E4820,192,J362,Collectibles
B27403,1410,C874,Electronics
C4401,1433.5,B0270,Books
F9755,348.5,G186,Clothing & Accessories
D2595,28188,D184,Garden & Outdoors
B20734,2560,B145,Electronics
I6189,2614,F276,Apps & Games
G940,1088.5,E524,Electronics
B30926,313.5,I522,Books
H5425,633.5,I522,Apps & Games
F6361,3168,I579,Baby
B22307,2822,D456,Beauty
B30047,2700,H455,Baby
B12072,5728,F19,Baby
C0892,1785.5,F231,Collectibles
B23881,4800,H312,Clothing & Accessories
C3630,316.5,G498,Collectibles
G8460,1916.5,J099,Baby
B11869,7539,D399,Apps & Games
B25686,15008,B617,Computers & Accessories
G8146,348.5,B349,Collectibles
G4545,1369.5,I121,Beauty
H2154,288,I15,Collectibles
B00427,685,E524,Clothing & Accessories
H487,1596.5,B744,Electronics
B29196,3168,B2,Computers & Accessories
J1006,5788.5,C417,Books
H9326,736,J959,Clothing & Accessories
C8497,79632,E22,Garden & Outdoors
I3550,37728,G108,Books
E1080,17843.5,F164,Apps & Games
C5538,3542,D808,Electronics
G1529,572.5,D845,Clothing & Accessories
C570,640,H455,Books
E800,720,F934,Books
I2331,835,H605,Garden & Outdoors
B23077,921.5,D805,Computers & Accessories
D2309,6105.5,C874,Apps & Games
C2688,8444.5,C376,Furniture
G0796,1792,E620,Apps & Games
H0468,425.5,D576,Furniture
I8612,7360,B886,Beauty
I2066,4224,E141,Garden & Outdoors
G5770,13440,H207,Electronics
C1046,215,H66,Furniture
J7753,5344,D057,Computers & Accessories
J4053,4064,C713,Apps & Games
E0550,592,H577,Computers & Accessories
F003,2931,J784,Collectibles
B26179,1322.5,H791,Baby
B051,1216,B052,Clothing & Accessories
D800,432,B0036,Books
D6301,9446,B0564,Apps & Games
E704,4640,G641,Baby
E4850,640,I538,Garden & Outdoors
J7253,2400,G223,Apps & Games
D0184,2080,F700,Baby
C5937,480,D978,Apps & Games
E8507,4044.5,J713,Collectibles
C4144,2912,B0333,Apps & Games
H6903,4262,C690,Garden & Outdoors
G7917,677,C514,Baby
F3193,768,G63,Books
J9771,1588,H791,Electronics
C9517,160,H312,Garden & Outdoors
B20224,944.5,F420,Clothing & Accessories
E8774,800,G948,Clothing & Accessories
J6616,2105.5,C106,Furniture
I4051,1548,E924,Garden & Outdoors
B11522,569.5,C176,Apps & Games
B10184,9728,I13,Apps & Games
D5553,3910,H495,Computers & Accessories
B18491,1113.5,F45,Apps & Games
E3103,3617.5,B193,Clothing & Accessories
B04172,1060.5,C874,Books
C6408,4096,E153,Electronics
G8424,27371.5,B0277,Garden & Outdoors
D916,544,B188,Clothing & Accessories
J6691,1501,F622,Clothing & Accessories
B0932,3561.5,C470,Apps & Games
I600,5230,B77,Collectibles
D6139,48,B0036,Collectibles
G9313,272,J362,Clothing & Accessories
D2941,10624,D743,Clothing & Accessories
J2736,720.5,C582,Books
D3046,2563,B192,Beauty
B07959,720,C430,Furniture
J6231,952,B887,Garden & Outdoors
C9329,18560,C256,Computers & Accessories
E5095,115,G130,Books
D7762,260,B0412,Electronics
B12437,697.5,H554,Collectibles
B1861,6745.5,G607,Beauty
D4227,1088,C874,Beauty
F5134,1216,H206,Baby
C3811,56448,H551,Apps & Games
J4021,633.5,I191,Books
H1289,1670,F627,Electronics
G6955,3744,C890,Computers & Accessories
D0748,1273.5,C106,Collectibles
F127,448,E371,Garden & Outdoors
B27139,2432,C874,Baby
C7155,2528,F76,Clothing & Accessories
B09448,608,F618,Apps & Games
F0017,2233.5,B0412,Collectibles
B21622,1866,D462,Apps & Games
I8013,31872,J755,Baby
I8606,3930.5,D850,Baby
E5622,3146.5,C874,Electronics
E5697,668.5,G315,Baby
B18023,515.5,D844,Collectibles
C8656,380.5,C133,Computers & Accessories
B0884,1177.5,F609,Furniture
G4619,2848,F231,Collectibles
B32611,1984,B382,Furniture
B9460,2508.5,F164,Clothing & Accessories
F7349,100604,E924,Collectibles
B05200,320,J362,Electronics
E5456,2108.5,I45,Collectibles
F0762,7040,J802,Apps & Games
D3582,480,H241,Clothing & Accessories
F3695,92.5,H854,Collectibles
B371,6240.5,F637,Computers & Accessories
B00432,1145.5,H554,Books
B27731,7344,C74,Apps & Games
B00676,256,H312,Books
J9537,1436,E292,Baby
H1725,38572.5,F161,Garden & Outdoors
I6094,2780.5,B0546,Collectibles
B4329,1504,C106,Apps & Games
B19851,1824,B054,Furniture
F4517,67822,D184,Computers & Accessories
F9182,786,E211,Apps & Games
G4142,1542,I49,Beauty
B26396,471,B986,Collectibles
I6027,241.5,I677,Collectibles
B12344,2816,B0227,Computers & Accessories
B17159,11008,D045,Electronics
D1412,1145.5,I121,Collectibles
F1918,792,C786,Furniture
B23255,3040,G773,Collectibles
C5939,2392,C065,Collectibles
G3480,960,G077,Apps & Games
B03116,128,G371,Clothing & Accessories
D1268,1437,E222,Beauty
B01869,1369.5,I121,Computers & Accessories
D8358,1472,H422,Garden & Outdoors
J8461,1568,G702,Books
G3224,14240,I817,Garden & Outdoors
B28785,540.5,E59,Electronics
D5513,7673.5,H525,Collectibles
I6710,6271,C504,Garden & Outdoors
B16503,2851,B704,Baby
B09024,215,E141,Garden & Outdoors
I5792,3194,C874,Garden & Outdoors
D7333,20039,D432,Garden & Outdoors
B29389,489.5,C08,Furniture
F0303,697.5,D608,Books
F2839,1526,I514,Clothing & Accessories
B08245,2874,B431,Garden & Outdoors
B31518,6228.5,G825,Beauty
D1221,1593.5,F065,Books
B18061,4032,C417,Furniture
E8470,1248,B0509,Furniture
B18535,61382,E22,Clothing & Accessories
D5783,2992,G192,Baby
I3264,374,B640,Clothing & Accessories
C7462,1657.5,I121,Clothing & Accessories
B31084,1120,H462,Furniture
I7456,2214.5,H86,Computers & Accessories
B03937,1209.5,F622,Furniture
C632,2545.5,D265,Furniture
G1956,7680,B536,Baby
G1495,953.5,J07,Books
B08484,2176,I323,Clothing & Accessories
B08095,8640,E250,Furniture
B13182,4216,F036,Beauty
I0507,7008,D062,Furniture
D4617,9888,G564,Baby
B17896,832,C356,Collectibles
F7580,1184,B0083,Collectibles
B20352,182,D399,Clothing & Accessories
B03935,1913.5,I600,Books
B14266,3808,I316,Beauty
E9819,320,C874,Electronics
D3188,380.5,C058,Electronics
D990,563,F622,Furniture
B0989,729.5,B431,Furniture
B1610,5685,I323,Apps & Games
I7769,505.5,E371,Clothing & Accessories
B6173,24749.5,I915,Electronics
J0878,1536,G295,Books
F6063,108.5,D999,Furniture
B26248,65835.5,D184,Beauty
H2798,121.5,B0170,Collectibles
F8633,793.5,H041,Furniture
E8518,2409.5,E867,Apps & Games
D8361,10560,C725,Garden & Outdoors
J3106,448,D176,Garden & Outdoors
B4606,6283,F036,Collectibles
E6970,6118,B417,Clothing & Accessories
C9819,537.5,J872,Beauty
B1625,1209.5,I181,Garden & Outdoors
D5382,405,C111,Garden & Outdoors
C717,304,H455,Electronics
B7667,1252.5,I990,Beauty
B00049,633.5,F374,Garden & Outdoors
F4209,8926.5,I324,Computers & Accessories
B08559,16589,F411,Collectibles
F8476,1340.5,B158,Baby
B29707,6201.5,F036,Baby
B14960,288,H312,Baby
B08288,704,I404,Furniture
B9769,22080,D408,Computers & Accessories
I3548,8960,B0191,Collectibles
F2952,33440,H747,Computers & Accessories
B2923,1248,H930,Clothing & Accessories
D0638,1232,B0414,Collectibles
B11665,2420.5,C563,Collectibles
